JavaScript,be run outside of,the browser,T
JavaScript,runs on,every operating system,T
JavaScript,Cascading,Cascading Style Sheets,T
The Mozilla Developer Network,was developed under,the name Mocha,T
modern browsers,implement,JavaScript,T
scripts,run in,a sandbox,T
The Java language,derives much of,C,T
The Java language,derives much of,C++,T
Java applications,are typically compiled to,bytecode,T
The JVM,compiles,code,T
The JVM,optimize,performance,T
The JVM,manages,memory,T
Java,supports,Native Interface,T
Java,is designed to have,few implementation dependencies,T
Java,was originally developed by,James Gosling,T
Java,was originally developed by,Sun Microsystems,T
Java,was released in,a core component,T
Java,was started as,a project,T
computing systems,have installed,running Java programs,T
Java,is compiled into,bytecode,T
bytecode,is then compiled by,native machine code,T
bytecode,is then compiled by,the JVM,T
Java SE,will be released,every six months,T
Java programs,increase,readability,T
Java source code,is compiled to,an intermediate form,T
an intermediate form,can be executed with,the java command,T
Python,incorporates,dynamic data types,T
Python,incorporates,modules,T
Python,incorporates,classes,T
Python,incorporates,exceptions,T
Python,incorporates,dynamic typing,T
Python,combines,remarkable power,T
Python,combines,clear syntax,T
Python,has interfaces to,many system calls,T
Python,has interfaces to,libraries,T
Python,has interfaces to,various window systems,T
Python,has interfaces to,many system calls,T
Python,has interfaces to,libraries,T
Python,has interfaces to,various window systems,T
Python,is extensible in,c,T
Python,is extensible in,c++,T
Python,is also usable as,an extension language,T
Python,runs on,many Unix variants,T
Python,was originally created by,Guido van Rossum,T
Python,supports,multiple programming paradigms,T
Python,features,dynamic type system,T
Python,features,automatic memory management,T
Python,is often used as,other dynamic languages,T
Python,is often used as,a scripting language,T
Python interpreters,are available for,many operating systems,T
Python,comes with,a basic IDE called IDLE,T
easy_install,installing,installing dependencies,T
easy_install,was notable at,the time,T
A simple Python library,uses,C APIs,T
Scrapy,can be used for,testing,T
Scrapy,can be used for,data mining,T
Beautiful Soup,is available for,Python,T
Beautiful Soup,is available for,Python,T
level Python Web framework,encourages,pragmatic design,T
level Python Web framework,encourages,rapid development,T
Flask,provides,monolithic structure,T
Flask,does not enforce,dependencies,T
Tornado,can scale to,open connections,T
web framework,build,web applications,T
the emerging WSGI standard,allows,extensive re-use,T
TurboGears,was created in,Kevin Dangoor,T
Falcon,encourages,architectural style,T
Kivy,supports,multiple platforms,T
Kivy,comes with over,20 widgets,T
PyQT,is available for,Sharp Zaurus,T
PyQT,is available for,Linux,T
PyQT,is available for,Windows,T
PyQT,is available for,Mac OS X,T
Tkinter,is commonly bundled with,Python,T
Tkinter,is popular for,graphical user interface,T
SciPy,includes,algorithms,T
SciPy,includes,tools,T
SciPy,is closely related to,NumPy,T
SciPy,depends on,many NumPy functions,T
matplotlib,provides,API,T
matplotlib,provides,applications,T
Pandas,integrates,matplotlib's plotting capabilities,T
Pandas,integrates,many other libraries' features,T
Pandas,integrates,NumPy's matrix operations,T
Theano,features,automatic differentiation,T
Theano,supports,training,T
Theano,supports,testing,T
Cython,makes,writing C extensions,T
The original PHP project,invented by,Rasmus Lerdorf,T
3v4l,act like,jsfiddle,T
PHP Sandbox,act like,jsfiddle,T
codepad,act like,jsfiddle,T
The PEAR repository,is also possible to download,the documentation,T
PHP,is often paired with,relational database,T
PHP,includes,great database support,T
PECL extensions,offer,NoSQL,T
Packagist,contain many of,popular PHP libraries,T
Android,is designed primarily for,mobile devices,T
Google,has further developed,Android TV,T
Google,has further developed,televisions,T
butterknife otto picassogreendao Android Developers,Contains,the SDK downloads,T
butterknife otto picassogreendao Android Developers,Contains,class reference,T
butterknife otto picassogreendao Android Developers,Contains,tutorials,T
Android Open Source Project,Contains,all necessary information,T
Google developer conference,Contains,videos,T
Google developer conference,Contains,slides,T
Google developer conference,Contains,videos,T
Google developer conference,Contains,slides,T
Android,be found on,the Android Developer site,T
HTML,was invented by,Lee,T
HTML Tags,were first publicly mentioned by,Lee,T
HTML Tags,borrowed,documentation standard,T
HTML elements,form,the building blocks,T
HTML,allows,images,T
HTML,allows,objects,T
HTML,can be used to create,interactive forms,T
HTML,create,structured documents,T
HTML,can embed,scripts,T
HTML standards,are maintained by,Wide Web Consortium,T
HTML markups,are designed,CSS,T
jQuery,simplifies,HTML document traversal,T
jQuery,simplifies,manipulation,T
jQuery,simplifies,event handling,T
jQuery,simplifies,AJAX,T
jQuery,supports,Internet Explorer version,T
jQuery,supports,mobile browser,T
C++,was developed in,the early 1980s,T
C++,was developed in,Bjarne Stroustrup,T
C++ improved type,improved,safety,T
C++ Compiler,optimized,numerical computations,T
the C++ Committee,published,the first international standard,T
adding coroutines GCC C++20 language support,add,command line parameter,T
Clang C++20 language support,add,command line parameter,T
Complex selectors,can be created by joining,multiple simple ones,T
OS,is one of,IBM's operating systems,T
OS,is one of,IBM's operating systems,T
iOS 14.4 beta,released on,December,T
OS X,is based on,OS foundation,T
Each iOS application,own,secure sandbox,T
an iOS application,can have,extensions,T
iOS,is optimized for,graphics,T
iOS,is optimized for,processor,T
iOS,is optimized for,memory constraints,T
Interface control elements,consist of,sliders,T
Interface control elements,consist of,switches,T
Interface control elements,consist of,buttons,T
Interaction,includes,gestures,T
Internal accelerometers,can be used by,applications,T
gyroscopes,can be used by,applications,T
Internal accelerometers,rotating,three dimensions,T
CocoaPods,includes,ten thousand libraries,T
CocoaPods,help,programmers scale projects,T
CocoaPods,does not store,a central list,T
MySQL source code,is available under,the GNU,T
MySQL,offers,standard database driver connectivity,T
standard SQL,is based on,relational algebra,T
DDL,is used to create,tables,T
DDL,is used to create,constraints,T
DML,is used to modify,data,T
vendors,have implemented,dialects,T
vendors,provide,functionality,T
Oracle,use,standard SQL,T
PostgreSQL,use,standard SQL,T
Microsoft SQL Server,uses,SQL,T
R,was created by,Ross Ihaka,T
R,was created by,Robert Gentleman,T
R,is now developed by,the R Development Core Team,T
The R environment,is easily extended through,the Comprehensive R Archive Network,T
The R environment,is easily extended through,a packaging system,T
O runtime,uses,Google's V8 JavaScript engine,T
O runtime,uses,libuv library,T
Node.js,is often used for developing,developing applications,T
Node.js,supports,the CommonJS standard,T
ASP.NET,is built on,the Common Language Runtime,T
ASP.NET,uses,a WebForms style,T
ASP.NET,includes,own controls library,T
HTML helper methods,blend,HTML markup,T
C,is distinct from,C++,T
The C programming language,was based on,CPL.,T
The C programming language,was based on,programming languages B,T
The C programming language,was based on,BCPL,T
The C language,are standardized as,IEC,T
C,was designed for implementing,implementing system software,T
A draft version N2176,is also widely used for developing,portable application software,T
C,has greatly influenced,many other popular programming languages,T
assembly language,was designed to encourage,level capabilities,T
assembly language,was designed to encourage,cross-platform programming,T
C program,can be compiled for,wide variety,T
assembly language,has become available on,microcontrollers,T
Ruby,follows,the popular MVC framework model,T
Ruby,is known for,Rails,T
the MVC Architectural Design Pattern,separates,web applications,T
Ruby,is based on,the MVC Architectural Design Pattern,T
JSON,using,a JSON validator,T
JSON,is defined by,RFC,T
Microsoft SQL Server,originated from,Microsoft SQL Server 4.x codebase,T
Standard components,include,schedulers,T
Standard components,include,database language,T
Standard components,include,replication,T
Standard components,include,storage server,T
Standard components,include,developer tools,T
Standard components,include,ETL tools,T
SQL Server Express,has reduced,engine performance,T
SQL Server Express,has reduced,capacity,T
SQL Server Express,is focused on,runs,T
SQL Server Express,is focused on,an NT service,T
SQL Server Express,is focused on,small deployments,T
SQL Server Compact Edition,focused on,small installations,T
SQL Server Compact Edition,focused on,desktop applications,T
React,has since been made,open source,T
a virtual DOM diff implementation,render on,the server using node.js,T
reactive data flow using props,reduce,boilerplate,T
Swift,distributed as,open source,T
Swift,promises to modernize,the developer experience,T
The Swift syntax,retains,some elements,T
Swift applications,compile into,standard binaries,T
Swift applications,can be run on,OS X,T
Swift,was introduced by,Apple,T
Swift,was introduced by,WWDC,T
Swift,was introduced by,Apple,T
Swift,was introduced by,WWDC,T
Swift,will come to,non-Apple platforms,T
Swift,was introduced by,Apple,T
Swift,was introduced by,WWDC,T
Swift,was introduced by,Apple,T
Swift,was introduced by,WWDC,T
Swift,was introduced with,Xcode,T
Swift,was introduced with,Xcode,T
Swift,was introduced with,Xcode,T
Swift,was introduced with,Xcode,T
C,was created primarily by,the early 1980s,T
C,was created primarily by,company Stepstone,T
C,was created primarily by,Brad Cox,T
C,was created primarily by,Tom Love,T
C,adds,defining classes,T
C,adds,object literals,T
C,derives,C object syntax,T
C,derives,Smalltalk,T
Python,features,simplifications,T
Python,features,improvements,T
Python,is strongly recommended for,any new development,T
Django,is designed to reduce,the effort,T
Django,is designed to reduce,redundancy,T
Django,follows,architectural pattern,T
AngularJS,is used internally by,Google,T
Pipes,are used for transforming,transforming values,T
Pipes,are used for transforming,one form,T
Angular versioning,follows,Semantic Versioning principles,T
General help regarding MS Excel,is available at,Super User,T
MS Excel,features,Visual Basic,T
Regular expressions,provide,a declarative language,T
Regular expressions,are commonly used for,string validation,T
Regular expressions,are commonly used for,transformation,T
the canonical post,contains,links,T
Regular expressions,are available in,programming languages,T
Regular expressions,are available in,dialects,T
Regular expressions,are available in,processing tools,T
BRE,will need,backslashes,T
Regular expressions,are useful in,a wide variety,T
Google,offers,re2,T
Google,does not backtrack,linear runtime growth,T
Native iOS applications,are written in,C,T
Native iOS applications,are written in,Swift,T
Native iOS applications,are written in,C,T
Native iOS applications,are written in,Swift,T
Native iOS applications,using,the Cocoa Touch frameworks,T
Native iOS applications,using,the Cocoa Touch frameworks,T
the Cocoa Touch frameworks,share,many classes,T
the Cocoa Touch frameworks,share,features,T
the Cocoa Touch frameworks,are distinct from,Cocoa,T
Cocoa,is used exclusively for,macOS development,T
The iPhone,has,several hardware features,T
The iPhone,has,sensors,T
The iPhone,use,the Cocoa Touch frameworks,T
iPod touch applications,use,the Cocoa Touch frameworks,T
The iPhone,are developed using,the Xcode IDE,T
The iPhone,use,the Cocoa Touch frameworks,T
Ruby,was initially conceived on,Yukihiro Matsumoto,T
AJAX,uses,asynchronous data exchange,T
Each HTML request,would provide,additional information,T
Each HTML request,would provide,additional information,T
Each HTML request,would provide,data,T
Each HTML request,would provide,data,T
ajax,is supported by,all modern browsers,T
X,stands for,xml,T
json,has replaced,xml,T
json,has replaced,the data interchange format,T
JavaScript,parses,text,T
XML,must be parsed by,cumbersome set,T
the common Unix tools,carry,many basic operating system tasks,T
XML,is defined in,the XML 1.0 Specification,T
XML,allows creating,custom tags,T
XML,is also used in,some protocols,T
Schemas,are usually defined with,an external namespace,T
XML,define,tags,T
XML,is forward compatible with,the Unicode standard,T
Pandas,is implemented primarily using,using NumPy,T
Pandas,is implemented primarily using,Cython,T
The ASP.NET MVC Framework,provides,creating Web applications,T
The ASP.NET MVC Framework,has become,WebForms,T
Microsoft,has shipped,the ASP.NET MVC 4 release,T
Microsoft,has shipped,the Nuget package management system,T
Microsoft,has shipped,the ASP.NET MVC 4 release,T
Microsoft,has shipped,the Nuget package management system,T
MVC3,applies to,MVC4,T
MVC3,applies to,MVC5.x,T
VBA,is not equivalent to,VB.NET,T
VBA,is not equivalent to,VBS,T
Visual Basic,was introduced to,Office,T
Visual Basic,was introduced to,Access,T
Visual Basic,was introduced to,PowerPoint,T
Visual Basic,was introduced to,Word,T
VBA,derives from,the classic Visual Basic programming language,T
VBA,create,independent executables,T
VBA,create,DLLs,T
VBA,create,classic VB,T
VBA,includes,a myriad,T
VBA,address,bit version,T
Applications using VBA,must address,compatibility,T
Applications using VBA,must address,safe issues,T
VBA,was removed from,Office,T
VBA,was removed from,Mac,T
VBA,is supported only in,the desktop application versions,T
VBA,inherits much of,the BASIC programming language,T
The Spring Framework,complements,the Java EE APIs,T
The Spring Framework,reduces,boilerplate code,T
Spring,provides,the application domain,T
An atomic system,must guarantee,atomicity,T
b2,used,PHP,T
b2,used,MySQL,T
Laravel,created by,Taylor Otwell,T
Laravel,intended for,the development,T
MVC framework,released under,The MIT License,T
String representations,vary widely in,the features String representations,T
WPF runtime libraries,are included in,Windows Server,T
WPF,employs,XAML,T
WPF applications,be deployed as,standalone desktop programs,T
WPF,aims to unify,pre-rendered media,T
WPF,aims to unify,typography,T
WPF,aims to unify,common user interface elements,T
WPF,aims to unify,vector graphics,T
WPF,aims to unify,runtime animation,T
Microsoft,has released,six major WPF versions,T
WPF runtime libraries,will be provided by,Microsoft,T
MongoDB,uses,the BSON format,T
MongoDB,uses,storing data,T
MongoDB,uses,the MongoDB Wire Protocol,T
Community Supported Drivers,offer,alternative implementations,T
MongoDB server releases,can be installed via,common packaging systems,T
TypeScript,was developed by,Microsoft,T
PostgreSQL,is developed by,the PostgreSQL Global Development Group,T
Bash,offers,numerous additions,T
C shell,offers,functional improvements,T
the KornShell,offers,functional improvements,T
sh scripts,can be run by,Bash,T
Bash,was written by,Brian Fox,T
Linux installations,should be using,the 4.x family,T
NET,is one of,C#,T
NET,is one of,F#,T
NET,can be viewed as,an evolution,T
NET,can be viewed as,an evolution,T
NET,implemented on,Microsoft,T
NET,continues from,VB6,T
Microsoft,decided to drop,"the \"".NET",T
Git,was initially designed,Linus Torvalds,T
Git,was initially designed,linux kernel development,T
Linus Torvalds,is maintained by,Junio Hamano,T
Every Git working directory,contains,fledged repository,T
Every Git working directory,contains,fledged repository,T
Oracle Database,supports,a large number,T
threads,share,memory,T
threads,share,variables,T
a processor,can create,multiple threads,T
Each thread,has,own stack,T
Each thread,has,variables,T
Each thread,has,ID,T
Amdahl's law,governs,the diminishing amount,T
Eclipse IDE,used for,Java development,T
Eclipse IDE,is built on,an OSGI implementation,T
Eclipse,be used as,a development environment,T
the Eclipse CDT Project,provides,ins,T
the Eclipse CDT Project,provides,C++ development,T
the Eclipse CDT Project,create,C++ development environment,T
the Eclipse CDT Project,supplies,ins,T
the Eclipse CDT Project,supplies,developing Open web standards,T
the Eclipse CDT Project,provides,a plugin,T
the Eclipse CDT Project,provides,PHP development,T
the Eclipse CDT Project,create,a PHP development environment,T
The popular commercial Zend Studio,is also based on,Eclipse IDE,T
PyDev,provides,ins,T
PyDev,provides,Python development,T
the Eclipse CDT Project,provides,a plugin,T
the Eclipse CDT Project,provides,Perl development,T
the Eclipse CDT Project,create,a Perl development environment,T
Google,has ceased developing,the Android Development Tools,T
Eclipse,is synonymous with,the Java IDE,T
Amazon Web Services,are also accessible through,SOAP APIs,T
a good algorithm,may outperform,a poor algorithm,T
a good algorithm,may outperform,large datasets,T
a good algorithm,may outperform,several orders,T
Algorithm performance,is often rated with,Big O,T
A key algorithm classification,is known as,Algorithm Complexity,T
Swift,providing,providing user interface,T
Swift,providing,level services,T
macOS,consists of,kernel,T
Apple,purchased in,NeXT Inc.,T
macOS,is based upon,the NeXTSTEP,T
macOS,is based upon,OpenStep operating systems,T
A web form element,is characterized by,the action,T
Images,are typically rendered as,a two dimensional matrix,T
Scala,fuses,functional programming styles,T
Scala,fuses,programming styles,T
General server help,can be obtained at,Super User,T
Microsoft,publishes,a comparison table,T
Bootstrap,includes,base CSS,T
Bootstrap,includes,HTML,T
Less,was replaced with,Sass,T
Native React,runs,the JavaScript code,T
Native React,runs,a React app,T
Docker,been implemented on,MS Windows,T
Docker,builds,level API,T
docker,runs in,Windows,T
docker,runs in,X,T
docker,runs in,some variety,T
Latency,is often qualified with,a statistical measure,T
R,used in,SQL,T
R,used in,MATLAB,T
scripting language,included with,Microsoft Windows,T
scripting language,included with,Microsoft Windows Server 2008 R2,T
scripting language,included with,Microsoft Windows Server,T
scripting language,included with,Microsoft Windows,T
scripting language,included with,Microsoft Windows Server,T
PowerShell,has,pattern matching,T
PowerShell,has,syntax,T
PowerShell,has,string expansion,T
PowerShell,has,support,T
Windows PowerShell ISE,has,Unicode support,T
Windows PowerShell ISE,is designed around,cmdlets,T
Windows PowerShell ISE,is designed around,line shell,T
Date,returns,the current date,T
keywords,have,short aliases,T
managing system,offer,PowerShell integration,T
PowerShell,takes,the Unix idea,T
Windows components,have been extended to provide,a system management environment,T
Microsoft products,have been extended to provide,a system management environment,T
PowerShell,enhances,piping,T
Windows components,have been extended to provide,native PowerShell,T
Microsoft products,have been extended to provide,native PowerShell,T
parenthesis,separated,comma separated arguments,T
NumPy,be used as,an efficient multi-dimensional container,T
NumPy,be used as,obvious scientific uses,T
NumPy,provides,efficient methods,T
NumPy,integrates easily with,other methods,T
NumPy,is released under,the BSD license,T
SQL syntax,does not guarantee,the domain integrity,T
SQLite,has,a simple implementation,T
SQLite,is commonly used to store,Windows Phone apps,T
the SQLite engine,has,no standalone processes,T
the SQLite engine,has,server database management systems,T
ORM,provides,Relational Mapping,T
The Selenium IDE,provides,playback tool,T
The Selenium IDE,provides,authoring tests,T
Selenium,deploys on,Windows,T
Selenium,deploys on,Linux,T
Selenium,deploys on,Macintosh platforms,T
Selenium,was originally developed by,Jason Huggins,T
Selenium,released under,the Apache 2.0 license,T
Selenium IDE,allows,debugging tests,T
Selenium IDE,is implemented as,a firefox extension,T
Selenium IDE,was previously known as,Selenium Recorder,T
Selenium IDE,was originally created by,Shinya Kasatani,T
Selenium IDE,donated to,the Selenium project,T
Selenium Recorder,allows,debugging tests,T
Selenium Recorder,is implemented as,a firefox plugin,T
Selenium Recorder,was initially created by,SauceLabs,T
Flutter development,is currently supported on,Linux,T
Flutter development,is currently supported on,Mac OS X,T
Flutter development,is currently supported on,Windows operating systems,T
Flutter,is developed,Google,T
Flutter,uses,WebView,T
Flutter,uses,the OEM widgets,T
Flutter,own,performance rendering engine,T
Flutter,offers,engine performance,T
Flutter,offers,fast development experience,T
Flutter,offers,fast runtime,T
SOAP,tries to model,the exchange,T
Qt,is available with,open source licenses,T
Qt,was created by,Trolltech,T
Qt,was acquired by,Nokia,T
Qt,is managed by,the Qt Company,T
Qt,aims at creating,creating Qt applications,T
Qt,can be used to create,regular C++ applications,T
Apache Maven,can manage,a project's build,T
Apache Maven,can manage,reporting,T
Apache Maven,can manage,documentation,T
Apache Maven,adheres to,the principle,T
a global Super POM,defined,common properties,T
Each POM file,inherits from,a global Super POM,T
Android Studio,provides integrated,Android developer tools,T
Vue.js,requires,an intermediate level,T
Vue.js,is mainly used for,end development,T
Vue,embraces,manual updates,T
Vue,can be built upon,increasing Vue functionality,T
URL redirection using mod_rewrite,provide,URLs,T
URL redirection using mod_rewrite,is used by,SEO purposes,T
TensorFlow,provides,a python API,T
TensorFlow,executing,executing data flow graphs,T
TensorFlow,includes,TensorBoard,T
The TensorFlow community,tends to favor,Ubuntu Linux,T
TensorFlow,is released under,an Apache 2.0 License,T
Symfony,refers to,a PHP framework,T
Symfony,aims to speed,maintenance,T
Symfony,replace,repetitive coding tasks,T
Symfony,is aimed at,robust applications,T
Symfony,help,developers test,T
Symfony,help,debug,T
Symfony,help,document projects,T
CodeIgniter,is loosely based on,Controller development pattern,T
Apache Spark,offers,a general execution model,T
Apache Spark,is not tied to,stage mapreduce paradigm,T
Spark,provides,primitives,T
memory cluster computing,allows,user programs,T
Spark,provides,memory cluster computing,T
Spark,can be used to tackle,stream processing problems,T
Apache Spark,provides,concise APIs,T
Apache Spark,provides,java,T
Apache Spark,provides,python,T
Apache Spark,provides,r,T
Apache Spark,provides,scala,T
A date,consists of,year,T
A date,consists of,month,T
A date,consists of,day,T
A date,does not refer to,a specific moment,T
A date,does not refer to,time,T
the Date type,represents,a date,T
the Date type,represents,time,T
Google Chrome,was first publicly released for,a beta version,T
Google Chrome,is available in,53 languages,T
Google Chrome,was first publicly released for,Microsoft Windows,T
Microsoft SQL Server,was based on,sybase ASE code,T
Microsoft SQL Server,was based on,a partnership,T
Perl,runs on over,100 platforms,T
Perl,runs on over,portables,T
Perl,is suitable for,scale development projects,T
Google Maps,provided by,Google,T
OpenCV,provides,a rich API,T
OpenCV,was officially launched by,Intel,T
OpenCV,is now supported by,Itseez,T
OpenCV,saw,a strong acceleration,T
Hypertext Transfer Protocol,uses,response model,T
the request,are made up of,a header,T
the request,are made up of,an optional body,T
response,are made up of,a header,T
response,are made up of,an optional body,T
a header,contains,a list,T
an optional body,contains,a list,T
a request,may have,headers,T
The response,can be sent with,the body,T
a request,needs,a body,T
HTTP,is used by,browsers,T
HTTP,be used for,a soap,T
HTTP,be used for,graphql service,T
HTTP,retrieve,web content,T
Apache Cordova,provides,a JavaScript library,T
Apache Cordova,provides,wrapper,T
Apache Cordova,was originally called,PhoneGap,T
Nitobi,was acquired by,Adobe,T
the PhoneGap code,was donated to,Apache,T
Adobe,contributes to,the original PhoneGap site,T
PhoneGap Build,supports,iOS,T
PhoneGap Build,supports,Android,T
PhoneGap Build,supports,Windows Phone,T
The W3C,standardizes,WSDL,T
A DateTime object,describes,a date,T
A DateTime object,describes,a time,T
A DateTime object,can express,a calendar,T
A DateTime object,can express,time,T
A DateTime object,describes,a date,T
A DateTime object,describes,a time,T
A DateTime object,can express,a calendar,T
A DateTime object,can express,time,T
TIMESTAMP values,represent,a moment,T
TIMESTAMP values,are based on,UNIX time,T
Date objects,are based on,a time value,T
a Date,can be used to manipulate,minutes values,T
Time function,can be used to manipulate,minutes values,T
Matplotlib,provides,API,T
Matplotlib,using,toolkits,T
PDF,using,toolkits,T
PS,using,toolkits,T
EPS,using,toolkits,T
TIFF,using,toolkits,T
JPEG,using,toolkits,T
PGF,using,toolkits,T
SVG files,using,toolkits,T
plot,using,toolkits,T
A layout,defines,the visual structure,T
A layout,is made up of,View,T
A layout,is made up of,ViewGroup,T
Android,provides,a straightforward XML vocabulary,T
a straightforward XML vocabulary,corresponds to,the View classes,T
Cloud services,include,cloud building,T
Objects,have,members,T
Objects,have,methods,T
Classes,can have,own members,T
Classes,can have,methods,T
own members,define,the properties,T
own members,define,abilities,T
methods,define,the properties,T
methods,define,abilities,T
Modern email,operates across,the Internet,T
Modern email,operates across,other computer networks,T
Today's email systems,are based on,forward model,T
Email servers,accept,messages,T
Methods,can access,attributes,T
Spring MVC,stands for,Model View Controller,T
Kotlin,combines,OOP,T
Kotlin,is focused on,tooling support,T
Kotlin,is focused on,interoperability,T
Kotlin,is focused on,safety,T
Kotlin,is focused on,clarity,T
Kotlin,targets,the JVM,T
Kotlin,targets,JavaScript,T
Kotlin,supports,JVM bytecode,T
Kotlin,supports,JavaScript,T
Kotlin,supports,Native code,T
SQL Server,aims to make,tuning,T
SQL Server,aims to make,self organizing,T
GEOGRAPHY,uses,an ellipsoidal model,T
SQL Server,includes,compression features,T
SQL Server,enhanced,the indexing algorithms,T
SQL Server,includes,Resource Governor,T
Resource Governor,allows reserving,workflows,T
Resource Governor,allows reserving,certain users,T
SQL Server,includes,capabilities,T
SQL Server,supports,data definition,T
SQL Server,supports,the ADO.NET Entity Framework,T
SQL Server,supports,the reporting tools,T
SQL Server,supports,replication,T
Dundas Data Visualization,was acquired by,Microsoft,T
SQL Server Reporting Services,includes,the Declarative Management Framework,T
the Declarative Management Framework,allows configuring,configuring policies,T
the Declarative Management Framework,allows configuring,constraints,T
SQL Server Reporting Services,includes,the management side,T
the Declarative Management Framework,allows configuring,the entire database,T
the Declarative Management Framework,allows configuring,certain tables,T
The ISO standard,is withdrawn from,the ISO website,T
database development tool,combines,ACE Database Engine,T
database development tool,combines,a graphical user interface,T
database development tool,uses,ACE database engine,T
database development tool,uses,the Jet,T
an open source project,enables,modular program construction,T
JSP,supports,taglibs,T
taglibs,are backed by,pieces,T
JSP,supports,Expression Language,T
JSP,runs in,producing HTML output,T
JSP,runs in,the web server,T
JSP,don't run in,sync,T
JavaScript,don't run in,sync,T
JSP,has been succeeded by,Java EE,T
JSP,has been succeeded by,Facelets,T
JSP,is not treated in,the Java EE 6 tutorial,T
The ListView control,is used extensively in,the Windows UI shell,T
The ListView control,providing,the display surface,T
The ListView control,is provided by,the Common Controls library,T
The ListView control,can be used by,any application,T
GTK,are implemented as,columnar TreeView,T
A pointer variable,contains,a memory address,T
Pointers,have,performance benefits,T
Windows Communication Foundation,is designed using,architecture principles,T
Services,have,a WSDL interface,T
Windows Communication Foundation,implements,many advanced Web services,T
Framework,provides,routing,T
Framework,provides,RSS Syndication Services,T
An endpoint,has,an address,T
the endpoint,can be accessed,binding properties,T
batch files,are still supported under,Windows,T
Authentication,is different than,Authorization,T
Authentication,allow,access,T
Authentication,happen together to verify,identity,T
authorization,happen together to verify,identity,T
Each authentication factor,covers,elements,T
Elasticsearch,is often combined with,logstash,T
Elasticsearch,is often combined with,kibana,T
stack,has now been renamed,Elastic Stack,T
Elasticsearch,comes with,preprocessing algorithms,T
Official clients,are available in,ruby,T
Official clients,are available in,java,T
Official clients,are available in,javascript,T
Official clients,are available in,c#,T
Official clients,are available in,php,T
Official clients,are available in,python,T
Templates,allow for,generic programming,T
The C++ Book Guide,contains,books treating templates,T
variables,are constrained by,languages,T
variables,are constrained by,a specific data type,T
Data types,share,many commonalities,T
Data types,may vary across,languages,T
Composite data types,consist of,other composite types,T
Composite data types,consist of,the primitive types,T
The specifics,vary,programming languages,T
The specifics,vary,implementations,T
The specifics,vary,programming languages,T
The specifics,vary,implementations,T
Dart,compiles to,modern JavaScript,T
Dart,provides,tools,T
Delphi,originated in,Borland,T
Delphi,is currently owned by,Embarcadero,T
Delphi Prism,is mostly compatible with,Delphi syntax,T
Breakpoints,can display,a message containing program information,T
Breakpoints,can be created using,a debugging tool,T
Breakpoints,can be created using,simple form,T
Visual Studio,comes with,partial C++11 support,T
Nginx,is known for,low resource consumption,T
Nginx,is known for,high performance,T
Nginx,is known for,stability,T
Nginx,is known for,rich feature set,T
Nginx,is known for,simple configuration,T
Haskell,allows,rapid development,T
Char8 module,can be used for,instance,T
Char8 module,can be used for,an efficient representation,T
SSL,is used as,a blanket term,T
SSL,refers to,the Transport Layer Security,T
Netscape Communication Corp,pioneered,primitive security protocol,T
Netscape Communication Corp,pioneered,SSL,T
the HTTP protocol,running over,TLS,T
ISO,is important as,a reference,T
ISO,is not exactly written for,PDF beginners,T
Letters,can be encoded as,raster images,T
Letters,can be encoded as,line art,T
Letters,can be encoded as,vector graphics,T
Letters,can be encoded as,font glyphs,T
a PDF files,contain drawing,drawing instructions,T
Machine learning,revolves around developing,learning computer algorithms,T
Machine learning,explores,the construction,T
Machine learning,explores,study,T
Xamarin,is headquartered in,an engineering office,T
Xamarin,is headquartered in,San Francisco,T
Xamarin,was acquired by,Microsoft,T
the Xamarin Platform,includes,Visual Studio,T
Xamarin,created,the Xamarin Platform,T
The Xamarin Platform,includes,Xamarin.iOS,T
Xamarin,introduced,build host,T
build host,provides,the connection,T
build host,enhances,access,T
JPA,is now considered,the standard industry approach,T
JPA,includes,several improvements,T
purpose OS,was developed by,the late 1960s,T
purpose OS,was developed by,Bell Labs,T
Unix,was developed as,house operating system,T
